

*************************************************************************************** 


AST: 

NodeSymbol			Lexeme			Line No			Node Token			ValueIfNumber			Parent			isleaf
---- 			 PLUS 			 140 			 PLUS 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 140 			 ID 			 ---- 			 PLUS 			 No
ID 			 x 			 140 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 140 			 ID 			 ---- 			 PLUS 			 No
ID 			 y 			 140 			 ID 			 ---- 			 var_id_num 			 Yes
module 			 ---- 			 144 			 DEF 			 ---- 			 otherModules 			 No
ID 			 f1 			 144 			 ID 			 ---- 			 module 			 Yes
input_plist 			 ---- 			 144 			 DEF 			 ---- 			 module 			 No
ID 			 a 			 145 			 ID 			 ---- 			 input_plist 			 Yes
dataType 			 ---- 			 145 			 ID 			 ---- 			 input_plist 			 No
---- 			 ARRAY 			 145 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 145 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 145 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 145 			 NUM 			 10 			 index 			 Yes
index 			 ---- 			 145 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 145 			 NUM 			 30 			 index 			 Yes
---- 			 INTEGER 			 145 			 INTEGER 			 ---- 			 dataType 			 Yes
ID 			 b 			 145 			 ID 			 ---- 			 input_plist 			 Yes
dataType 			 ---- 			 145 			 COMMA 			 ---- 			 input_plist 			 No
---- 			 ARRAY 			 145 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 145 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 145 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 145 			 NUM 			 10 			 index 			 Yes
index 			 ---- 			 145 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 145 			 NUM 			 30 			 index 			 Yes
---- 			 INTEGER 			 145 			 INTEGER 			 ---- 			 dataType 			 Yes
ID 			 c 			 145 			 ID 			 ---- 			 input_plist 			 Yes
dataType 			 ---- 			 145 			 COMMA 			 ---- 			 input_plist 			 No
---- 			 REAL 			 145 			 REAL 			 ---- 			 dataType 			 Yes
ret 			 ---- 			 144 			 DEF 			 ---- 			 module 			 No
output_plist 			 ---- 			 146 			 RETURNS 			 ---- 			 ret 			 No
ID 			 m 			 146 			 ID 			 ---- 			 output_plist 			 Yes
---- 			 BOOLEAN 			 146 			 BOOLEAN 			 ---- 			 output_plist 			 Yes
ID 			 n 			 146 			 ID 			 ---- 			 output_plist 			 Yes
---- 			 INTEGER 			 146 			 INTEGER 			 ---- 			 output_plist 			 Yes
moduleDef 			 ---- 			 144 			 DEF 			 ---- 			 module 			 No
statements 			 ---- 			 147 			 START 			 ---- 			 moduleDef 			 No
declareStmt 			 ---- 			 148 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 148 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 x 			 148 			 ID 			 ---- 			 idList 			 Yes
ID 			 y 			 148 			 ID 			 ---- 			 idList 			 Yes
ID 			 p 			 148 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 148 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 REAL 			 148 			 REAL 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 149 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 149 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 k 			 149 			 ID 			 ---- 			 idList 			 Yes
ID 			 y1 			 149 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 149 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 INTEGER 			 149 			 INTEGER 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 150 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 150 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 E 			 150 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 150 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 150 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 150 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 150 			 NUM 			 2 			 range_arrays 			 No
---- 			 NUM 			 150 			 NUM 			 2 			 index 			 Yes
index 			 ---- 			 150 			 NUM 			 2 			 range_arrays 			 No
---- 			 NUM 			 150 			 NUM 			 20 			 index 			 Yes
---- 			 INTEGER 			 150 			 INTEGER 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 151 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 151 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 Var3 			 151 			 ID 			 ---- 			 idList 			 Yes
ID 			 var4 			 151 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 151 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 151 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 151 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 151 			 NUM 			 100 			 range_arrays 			 No
---- 			 NUM 			 151 			 NUM 			 100 			 index 			 Yes
index 			 ---- 			 151 			 NUM 			 100 			 range_arrays 			 No
---- 			 NUM 			 151 			 NUM 			 150 			 index 			 Yes
---- 			 BOOLEAN 			 151 			 BOOLEAN 			 ---- 			 dataType 			 Yes
ioStmt 			 ---- 			 152 			 GET_VALUE 			 ---- 			 statements 			 No
---- 			 GET_VALUE 			 152 			 GET_VALUE 			 ---- 			 ioStmt 			 Yes
ID 			 y 			 152 			 ID 			 ---- 			 ioStmt 			 Yes
ioStmt 			 ---- 			 153 			 GET_VALUE 			 ---- 			 statements 			 No
---- 			 GET_VALUE 			 153 			 GET_VALUE 			 ---- 			 ioStmt 			 Yes
ID 			 x 			 153 			 ID 			 ---- 			 ioStmt 			 Yes
declareStmt 			 ---- 			 154 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 154 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 A 			 154 			 ID 			 ---- 			 idList 			 Yes
ID 			 B 			 154 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 154 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 154 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 154 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 154 			 NUM 			 4 			 range_arrays 			 No
---- 			 NUM 			 154 			 NUM 			 4 			 index 			 Yes
index 			 ---- 			 154 			 NUM 			 4 			 range_arrays 			 No
---- 			 NUM 			 154 			 NUM 			 10 			 index 			 Yes
---- 			 INTEGER 			 154 			 INTEGER 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 155 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 155 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 Var1 			 155 			 ID 			 ---- 			 idList 			 Yes
ID 			 Var2 			 155 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 155 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 155 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 155 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 155 			 NUM 			 35 			 range_arrays 			 No
---- 			 NUM 			 155 			 NUM 			 35 			 index 			 Yes
index 			 ---- 			 155 			 NUM 			 35 			 range_arrays 			 No
---- 			 NUM 			 155 			 NUM 			 50 			 index 			 Yes
---- 			 REAL 			 155 			 REAL 			 ---- 			 dataType 			 Yes
ioStmt 			 ---- 			 156 			 GET_VALUE 			 ---- 			 statements 			 No
---- 			 GET_VALUE 			 156 			 GET_VALUE 			 ---- 			 ioStmt 			 Yes
ID 			 B 			 156 			 ID 			 ---- 			 ioStmt 			 Yes
moduleReuseStmt 			 ---- 			 157 			 USE 			 ---- 			 statements 			 No
ID 			 function2 			 157 			 ID 			 ---- 			 moduleReuseStmt 			 Yes
idList 			 ---- 			 157 			 USE 			 ---- 			 moduleReuseStmt 			 No
ID 			 k 			 157 			 ID 			 ---- 			 idList 			 Yes
ID 			 y1 			 157 			 ID 			 ---- 			 idList 			 Yes
declareStmt 			 ---- 			 158 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 158 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 D 			 158 			 ID 			 ---- 			 idList 			 Yes
ID 			 C 			 158 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 158 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 158 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 158 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 158 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 158 			 NUM 			 10 			 index 			 Yes
index 			 ---- 			 158 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 158 			 NUM 			 30 			 index 			 Yes
---- 			 INTEGER 			 158 			 INTEGER 			 ---- 			 dataType 			 Yes
assignmentStmt 			 ---- 			 159 			 ID 			 ---- 			 statements 			 No
ID 			 A 			 159 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 159 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 159 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
var_id_num 			 ---- 			 159 			 ID 			 ---- 			 expression 			 No
ID 			 B 			 159 			 ID 			 ---- 			 var_id_num 			 Yes
moduleReuseStmt 			 ---- 			 160 			 SQBO 			 ---- 			 statements 			 No
optional 			 ---- 			 160 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
idList 			 ---- 			 160 			 SQBO 			 ---- 			 optional 			 No
ID 			 y1 			 160 			 ID 			 ---- 			 idList 			 Yes
ID 			 m 			 160 			 ID 			 ---- 			 idList 			 Yes
ID 			 var_demo_array 			 160 			 ID 			 ---- 			 moduleReuseStmt 			 Yes
idList 			 ---- 			 160 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
ID 			 k 			 160 			 ID 			 ---- 			 idList 			 Yes
ID 			 E 			 160 			 ID 			 ---- 			 idList 			 Yes
ID 			 x 			 160 			 ID 			 ---- 			 idList 			 Yes
assignmentStmt 			 ---- 			 161 			 ID 			 ---- 			 statements 			 No
ID 			 C 			 161 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 161 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 161 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
var_id_num 			 ---- 			 161 			 ID 			 ---- 			 expression 			 No
ID 			 a 			 161 			 ID 			 ---- 			 var_id_num 			 Yes
moduleReuseStmt 			 ---- 			 162 			 SQBO 			 ---- 			 statements 			 No
optional 			 ---- 			 162 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
idList 			 ---- 			 162 			 SQBO 			 ---- 			 optional 			 No
ID 			 x 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 y1 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 m 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 function1 			 162 			 ID 			 ---- 			 moduleReuseStmt 			 Yes
idList 			 ---- 			 162 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
ID 			 Var3 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 c 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 Var2 			 162 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 162 			 ID 			 ---- 			 idList 			 Yes
assignmentStmt 			 ---- 			 163 			 ID 			 ---- 			 statements 			 No
ID 			 D 			 163 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 163 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 163 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
var_id_num 			 ---- 			 163 			 ID 			 ---- 			 expression 			 No
ID 			 C 			 163 			 ID 			 ---- 			 var_id_num 			 Yes
moduleReuseStmt 			 ---- 			 166 			 SQBO 			 ---- 			 statements 			 No
optional 			 ---- 			 166 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
idList 			 ---- 			 166 			 SQBO 			 ---- 			 optional 			 No
ID 			 k 			 166 			 ID 			 ---- 			 idList 			 Yes
ID 			 m 			 166 			 ID 			 ---- 			 idList 			 Yes
ID 			 var_demo_array 			 166 			 ID 			 ---- 			 moduleReuseStmt 			 Yes
idList 			 ---- 			 166 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
ID 			 k 			 166 			 ID 			 ---- 			 idList 			 Yes
ID 			 B 			 166 			 ID 			 ---- 			 idList 			 Yes
ID 			 p 			 166 			 ID 			 ---- 			 idList 			 Yes
iterativeStmt 			 ---- 			 167 			 FOR 			 ---- 			 statements 			 No
---- 			 FOR 			 167 			 FOR 			 ---- 			 iterativeStmt 			 Yes
ID 			 k 			 167 			 ID 			 ---- 			 iterativeStmt 			 Yes
range 			 ---- 			 167 			 FOR 			 ---- 			 iterativeStmt 			 No
---- 			 NUM 			 167 			 NUM 			 15 			 range 			 Yes
---- 			 NUM 			 167 			 NUM 			 15 			 range 			 Yes
statements 			 ---- 			 167 			 FOR 			 ---- 			 iterativeStmt 			 No
assignmentStmt 			 ---- 			 169 			 ID 			 ---- 			 statements 			 No
ID 			 x 			 169 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 169 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 169 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
---- 			 PLUS 			 169 			 PLUS 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 169 			 ID 			 ---- 			 PLUS 			 No
ID 			 x 			 169 			 ID 			 ---- 			 var_id_num 			 Yes
---- 			 MUL 			 169 			 MUL 			 ---- 			 PLUS 			 No
var_id_num 			 ---- 			 169 			 ID 			 ---- 			 MUL 			 No
ID 			 k 			 169 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 169 			 ID 			 ---- 			 MUL 			 No
ID 			 y 			 169 			 ID 			 ---- 			 var_id_num 			 Yes
declareStmt 			 ---- 			 170 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 170 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 u 			 170 			 ID 			 ---- 			 idList 			 Yes
ID 			 v 			 170 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 170 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 REAL 			 170 			 REAL 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 171 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 171 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 int1 			 171 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 171 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 INTEGER 			 171 			 INTEGER 			 ---- 			 dataType 			 Yes
assignmentStmt 			 ---- 			 172 			 ID 			 ---- 			 statements 			 No
ID 			 u 			 172 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 172 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 172 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
---- 			 PLUS 			 172 			 PLUS 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 172 			 ID 			 ---- 			 PLUS 			 No
ID 			 y 			 172 			 ID 			 ---- 			 var_id_num 			 Yes
---- 			 MUL 			 172 			 MUL 			 ---- 			 PLUS 			 No
var_id_num 			 ---- 			 172 			 ID 			 ---- 			 MUL 			 No
ID 			 c 			 172 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 172 			 RNUM 			 34.2 			 MUL 			 No
---- 			 RNUM 			 172 			 RNUM 			 34.2 			 var_id_num 			 Yes
assignmentStmt 			 ---- 			 173 			 ID 			 ---- 			 statements 			 No
ID 			 v 			 173 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 173 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 173 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
---- 			 MINUS 			 173 			 MINUS 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 173 			 ID 			 ---- 			 MINUS 			 No
ID 			 u 			 173 			 ID 			 ---- 			 var_id_num 			 Yes
---- 			 MINUS 			 173 			 MINUS 			 ---- 			 MINUS 			 No
---- 			 MUL 			 173 			 MUL 			 ---- 			 MINUS 			 No
var_id_num 			 ---- 			 173 			 ID 			 ---- 			 MUL 			 No
ID 			 c 			 173 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 173 			 ID 			 ---- 			 MUL 			 No
ID 			 p 			 173 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 173 			 RNUM 			 20.5E+2 			 MINUS 			 No
---- 			 RNUM 			 173 			 RNUM 			 20.5E+2 			 var_id_num 			 Yes
moduleReuseStmt 			 ---- 			 174 			 SQBO 			 ---- 			 statements 			 No
optional 			 ---- 			 174 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
idList 			 ---- 			 174 			 SQBO 			 ---- 			 optional 			 No
ID 			 x 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 int1 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 m 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 function1 			 174 			 ID 			 ---- 			 moduleReuseStmt 			 Yes
idList 			 ---- 			 174 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
ID 			 Var3 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 c 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 var4 			 174 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 174 			 ID 			 ---- 			 idList 			 Yes
conditionalStmt 			 ---- 			 175 			 SWITCH 			 ---- 			 statements 			 No
---- 			 SWITCH 			 175 			 SWITCH 			 ---- 			 conditionalStmt 			 Yes
ID 			 k 			 175 			 ID 			 ---- 			 conditionalStmt 			 Yes
caseStmts 			 ---- 			 175 			 SWITCH 			 ---- 			 conditionalStmt 			 No
---- 			 CASE 			 177 			 CASE 			 ---- 			 caseStmts 			 Yes
value 			 ---- 			 177 			 CASE 			 ---- 			 caseStmts 			 No
---- 			 NUM 			 177 			 NUM 			 10 			 value 			 Yes
statements 			 ---- 			 177 			 CASE 			 ---- 			 caseStmts 			 No
declareStmt 			 ---- 			 177 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 177 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 A 			 177 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 177 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 REAL 			 177 			 REAL 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 178 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 178 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 Q 			 178 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 178 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 INTEGER 			 178 			 INTEGER 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 179 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 179 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 B 			 179 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 179 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 179 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 179 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 179 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 179 			 NUM 			 10 			 index 			 Yes
index 			 ---- 			 179 			 NUM 			 10 			 range_arrays 			 No
---- 			 NUM 			 179 			 NUM 			 30 			 index 			 Yes
---- 			 INTEGER 			 179 			 INTEGER 			 ---- 			 dataType 			 Yes
declareStmt 			 ---- 			 180 			 DECLARE 			 ---- 			 statements 			 No
idList 			 ---- 			 180 			 DECLARE 			 ---- 			 declareStmt 			 No
ID 			 E 			 180 			 ID 			 ---- 			 idList 			 Yes
dataType 			 ---- 			 180 			 DECLARE 			 ---- 			 declareStmt 			 No
---- 			 ARRAY 			 180 			 ARRAY 			 ---- 			 dataType 			 Yes
range_arrays 			 ---- 			 180 			 ARRAY 			 ---- 			 dataType 			 No
index 			 ---- 			 180 			 NUM 			 4 			 range_arrays 			 No
---- 			 NUM 			 180 			 NUM 			 4 			 index 			 Yes
index 			 ---- 			 180 			 NUM 			 4 			 range_arrays 			 No
---- 			 NUM 			 180 			 NUM 			 10 			 index 			 Yes
---- 			 INTEGER 			 180 			 INTEGER 			 ---- 			 dataType 			 Yes
assignmentStmt 			 ---- 			 181 			 ID 			 ---- 			 statements 			 No
ID 			 B 			 181 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueARRStmt 			 ---- 			 181 			 SQBO 			 ---- 			 assignmentStmt 			 No
index 			 ---- 			 181 			 SQBO 			 ---- 			 lvalueARRStmt 			 No
---- 			 NUM 			 181 			 NUM 			 9 			 index 			 Yes
expression 			 ---- 			 181 			 SQBO 			 ---- 			 lvalueARRStmt 			 No
---- 			 MUL 			 181 			 MUL 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 181 			 ID 			 ---- 			 MUL 			 No
ID 			 k 			 181 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 181 			 NUM 			 20 			 MUL 			 No
---- 			 NUM 			 181 			 NUM 			 20 			 var_id_num 			 Yes
assignmentStmt 			 ---- 			 182 			 ID 			 ---- 			 statements 			 No
ID 			 B 			 182 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 182 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 182 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
var_id_num 			 ---- 			 182 			 ID 			 ---- 			 expression 			 No
ID 			 C 			 182 			 ID 			 ---- 			 var_id_num 			 Yes
assignmentStmt 			 ---- 			 183 			 ID 			 ---- 			 statements 			 No
ID 			 E 			 183 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 183 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 183 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
var_id_num 			 ---- 			 183 			 ID 			 ---- 			 expression 			 No
ID 			 Q 			 183 			 ID 			 ---- 			 var_id_num 			 Yes
---- 			 BREAK 			 177 			 CASE 			 ---- 			 caseStmts 			 Yes
---- 			 CASE 			 185 			 CASE 			 ---- 			 caseStmts 			 Yes
value 			 ---- 			 185 			 CASE 			 ---- 			 caseStmts 			 No
---- 			 NUM 			 185 			 NUM 			 20 			 value 			 Yes
statements 			 ---- 			 185 			 CASE 			 ---- 			 caseStmts 			 No
assignmentStmt 			 ---- 			 185 			 ID 			 ---- 			 statements 			 No
ID 			 A 			 185 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueIDStmt 			 ---- 			 185 			 ASSIGNOP 			 ---- 			 assignmentStmt 			 No
expression 			 ---- 			 185 			 ASSIGNOP 			 ---- 			 lvalueIDStmt 			 No
---- 			 PLUS 			 185 			 PLUS 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 185 			 RNUM 			 12.90 			 PLUS 			 No
---- 			 RNUM 			 185 			 RNUM 			 12.90 			 var_id_num 			 Yes
---- 			 MINUS 			 185 			 MINUS 			 ---- 			 PLUS 			 No
---- 			 MUL 			 185 			 MUL 			 ---- 			 MINUS 			 No
var_id_num 			 ---- 			 185 			 ID 			 ---- 			 MUL 			 No
ID 			 u 			 185 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 185 			 ID 			 ---- 			 MUL 			 No
ID 			 y 			 185 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 185 			 ID 			 ---- 			 MINUS 			 No
ID 			 c 			 185 			 ID 			 ---- 			 var_id_num 			 Yes
moduleReuseStmt 			 ---- 			 186 			 SQBO 			 ---- 			 statements 			 No
optional 			 ---- 			 186 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
idList 			 ---- 			 186 			 SQBO 			 ---- 			 optional 			 No
ID 			 A 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 Q 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 u 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 y1 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 function1 			 186 			 ID 			 ---- 			 moduleReuseStmt 			 Yes
idList 			 ---- 			 186 			 SQBO 			 ---- 			 moduleReuseStmt 			 No
ID 			 Var3 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 c 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 k 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 Var1 			 186 			 ID 			 ---- 			 idList 			 Yes
ID 			 int1 			 186 			 ID 			 ---- 			 idList 			 Yes
ioStmt 			 ---- 			 187 			 GET_VALUE 			 ---- 			 statements 			 No
---- 			 GET_VALUE 			 187 			 GET_VALUE 			 ---- 			 ioStmt 			 Yes
ID 			 Q 			 187 			 ID 			 ---- 			 ioStmt 			 Yes
assignmentStmt 			 ---- 			 188 			 ID 			 ---- 			 statements 			 No
ID 			 E 			 188 			 ID 			 ---- 			 assignmentStmt 			 Yes
lvalueARRStmt 			 ---- 			 188 			 SQBO 			 ---- 			 assignmentStmt 			 No
index 			 ---- 			 188 			 SQBO 			 ---- 			 lvalueARRStmt 			 No
---- 			 NUM 			 188 			 NUM 			 7 			 index 			 Yes
expression 			 ---- 			 188 			 SQBO 			 ---- 			 lvalueARRStmt 			 No
---- 			 PLUS 			 188 			 PLUS 			 ---- 			 expression 			 No
var_id_num 			 ---- 			 188 			 ID 			 ---- 			 PLUS 			 No
ID 			 k 			 188 			 ID 			 ---- 			 var_id_num 			 Yes
---- 			 MINUS 			 188 			 MINUS 			 ---- 			 PLUS 			 No
var_id_num 			 ---- 			 188 			 NUM 			 12 			 MINUS 			 No
---- 			 NUM 			 188 			 NUM 			 12 			 var_id_num 			 Yes
---- 			 PLUS 			 188 			 PLUS 			 ---- 			 MINUS 			 No
---- 			 MUL 			 188 			 MUL 			 ---- 			 PLUS 			 No
var_id_num 			 ---- 			 188 			 ID 			 ---- 			 MUL 			 No
ID 			 Q 			 188 			 ID 			 ---- 			 var_id_num 			 Yes
var_id_num 			 ---- 			 188 			 NUM 			 10 			 MUL 			 No
---- 			 NUM 			 188 			 NUM 			 10 			 var_id_num 			 Yes
var_id_num 			 ---- 			 188 			 ID 			 ---- 			 PLUS 			 No
ID 			 u 			 188 			 ID 			 ---- 			 var_id_num 			 Yes
---- 			 BREAK 			 185 			 CASE 			 ---- 			 caseStmts 			 Yes
default 			 ---- 			 175 			 SWITCH 			 ---- 			 conditionalStmt 			 No
